1, 0.332405, 0.080733
4, 0.332411, 0.049060
5, 0.332412, 0.046572
6, 0.332399, 0.112682
8, 0.332397, 0.118110
9, 0.332410, 0.056235
10, 0.332402, 0.097654
12, 0.332397, 0.119586
13, 0.332362, 0.293775
14, 0.332341, 0.402249
15, 0.332288, 0.663188
16, 0.332274, 0.737553
17, 0.332281, 0.699840
18, 0.332333, 0.441019
19, 0.332421, 0.000434
21, 0.332375, 0.228107
22, 0.332376, 0.225678
23, 0.332381, 0.199590
24, 0.332361, 0.301717
26, 0.332298, 0.616936
27, 0.332291, 0.651762
28, 0.332283, 0.688583
29, 0.332277, 0.719571
30, 0.332236, 0.926939
31, 0.332246, 0.877058
32, 0.332247, 0.869633
33, 0.332241, 0.902395
34, 0.332257, 0.820868
35, 0.332253, 0.839827
36, 0.332242, 0.894397
37, 0.332215, 1.029868
38, 0.332163, 1.288465
39, 0.332136, 1.424253
40, 0.332217, 1.022025
41, 0.332278, 0.717817
42, 0.332212, 1.044864
43, 0.332228, 0.964277
44, 0.332242, 0.893549
45, 0.332307, 0.572710
46, 0.332314, 0.536728
47, 0.332378, 0.215296
48, 0.332354, 0.335878
49, 0.332363, 0.289571
50, 0.332369, 0.262237
51, 0.332351, 0.351526
52, 0.332418, 0.016232
53, 0.332399, 0.108627
54, 0.332387, 0.171639
55, 0.332411, 0.048384
56, 0.332420, 0.006620
57, 0.332420, 0.007495
58, 0.332408, 0.065448
59, 0.332399, 0.109659
61, 0.332376, 0.225657
62, 0.332395, 0.129328
63, 0.332411, 0.051490
64, 0.332417, 0.018150
65, 0.332418, 0.015257
68, 0.332406, 0.076522
69, 0.332403, 0.092307
70, 0.332371, 0.248456
72, 0.332365, 0.278552
73, 0.332367, 0.271425
74, 0.332359, 0.312347
75, 0.332387, 0.169615
76, 0.332394, 0.133032
77, 0.332407, 0.070248
78, 0.332421, 0.001559
83, 0.332375, 0.230401
84, 0.332383, 0.192951
85, 0.332363, 0.292522
86, 0.332345, 0.381326
87, 0.332352, 0.345918
88, 0.332343, 0.392071
89, 0.332374, 0.234478
90, 0.332384, 0.184919
91, 0.332400, 0.104760
92, 0.332416, 0.024622
93, 0.332366, 0.276516
94, 0.332401, 0.098237
95, 0.332411, 0.048541
96, 0.332418, 0.014372
97, 0.332403, 0.088008
98, 0.332344, 0.383869
99, 0.332312, 0.547831
100, 0.332340, 0.405873
101, 0.332344, 0.385856
102, 0.332311, 0.551558
103, 0.332259, 0.808401
104, 0.332266, 0.776942
105, 0.332238, 0.917276
106, 0.332205, 1.082719
107, 0.332263, 0.792041
108, 0.332213, 1.041804
109, 0.332171, 1.252813
110, 0.332155, 1.328616
111, 0.332159, 1.311420
112, 0.332166, 1.277668
113, 0.332175, 1.232613
114, 0.332191, 1.151054
115, 0.332231, 0.949404
116, 0.332203, 1.089659
117, 0.332195, 1.129146
118, 0.332236, 0.927053
119, 0.332236, 0.923989
120, 0.332193, 1.138161
121, 0.332197, 1.122640
122, 0.332226, 0.973320
123, 0.332272, 0.745455
124, 0.332267, 0.772181
125, 0.332268, 0.765308
126, 0.332242, 0.897223
127, 0.332260, 0.804214
128, 0.332201, 1.098602
129, 0.332213, 1.040286
130, 0.332215, 1.032977
131, 0.332216, 1.027651
132, 0.332176, 1.227023
133, 0.332172, 1.246156
134, 0.332186, 1.173988
135, 0.332199, 1.109639
136, 0.332244, 0.886949
137, 0.332248, 0.864432
138, 0.332289, 0.662579
139, 0.332272, 0.745957
140, 0.332234, 0.935290
141, 0.332220, 1.007563
142, 0.332284, 0.687535
143, 0.332279, 0.711492
144, 0.332280, 0.706806
145, 0.332332, 0.446995
146, 0.332314, 0.534532
147, 0.332325, 0.481808
148, 0.332403, 0.092298
149, 0.332401, 0.100877
151, 0.332356, 0.327425
153, 0.332352, 0.345580
154, 0.332383, 0.190903
155, 0.332332, 0.445485
156, 0.332279, 0.708413
157, 0.332271, 0.749013
158, 0.332271, 0.750993
159, 0.332265, 0.779326
160, 0.332261, 0.800057
161, 0.332258, 0.815163
162, 0.332281, 0.701476
163, 0.332294, 0.634440
164, 0.332296, 0.627430
165, 0.332318, 0.515467
166, 0.332304, 0.585834
167, 0.332304, 0.585069
168, 0.332264, 0.787195
169, 0.332277, 0.721544
170, 0.332241, 0.902286
171, 0.332245, 0.882888
172, 0.332239, 0.910971
173, 0.332238, 0.915961
174, 0.332238, 0.915889
175, 0.332306, 0.574864
176, 0.332262, 0.796955
177, 0.332281, 0.700134
178, 0.332309, 0.560245
179, 0.332279, 0.711305
180, 0.332287, 0.668868
181, 0.332288, 0.665262
182, 0.332348, 0.367091
183, 0.332347, 0.368282
184, 0.332363, 0.291820
185, 0.332411, 0.050200
188, 0.332406, 0.076751
189, 0.332411, 0.048420
190, 0.332378, 0.213085
191, 0.332367, 0.268709
192, 0.332407, 0.072303
193, 0.332415, 0.031442
194, 0.332348, 0.363817
195, 0.332350, 0.355492
196, 0.332360, 0.305319
197, 0.332374, 0.237346
198, 0.332375, 0.229651
200, 0.332385, 0.179271
201, 0.332339, 0.412968
202, 0.332335, 0.428884
203, 0.332371, 0.252608
204, 0.332369, 0.259621
205, 0.332335, 0.430913
206, 0.332343, 0.390547
207, 0.332378, 0.216043
208, 0.332358, 0.315241
209, 0.332331, 0.452295
210, 0.332305, 0.579849
211, 0.332335, 0.428396
212, 0.332333, 0.442655
213, 0.332390, 0.156626
214, 0.332397, 0.120129
216, 0.332405, 0.080398
218, 0.332361, 0.300927
219, 0.332387, 0.171944
220, 0.332408, 0.067905
221, 0.332363, 0.289029
222, 0.332416, 0.025074
223, 0.332400, 0.103502
225, 0.332351, 0.352655
226, 0.332359, 0.312712
227, 0.332386, 0.177277
228, 0.332379, 0.210837
229, 0.332399, 0.111559
230, 0.332401, 0.099913
231, 0.332390, 0.155613
232, 0.332388, 0.163792
233, 0.332344, 0.386844
234, 0.332389, 0.160169
235, 0.332402, 0.094098
238, 0.332397, 0.122772
239, 0.332369, 0.262096
240, 0.332332, 0.445834
241, 0.332393, 0.138816
244, 0.332394, 0.135762
247, 0.332391, 0.152551
248, 0.332403, 0.088308
249, 0.332389, 0.158509
250, 0.332401, 0.102893
251, 0.332343, 0.392027
252, 0.332286, 0.674324
253, 0.332324, 0.487736
254, 0.332318, 0.517775
255, 0.332350, 0.356264
256, 0.332347, 0.370467
257, 0.332336, 0.425219
258, 0.332403, 0.090922
259, 0.332371, 0.252262
261, 0.332345, 0.380308
262, 0.332357, 0.322812
263, 0.332403, 0.088327
264, 0.332400, 0.104454
266, 0.332413, 0.039576
267, 0.332395, 0.130829
270, 0.332395, 0.130445
271, 0.332385, 0.178927
272, 0.332357, 0.320728
273, 0.332413, 0.039205
274, 0.332406, 0.077946
276, 0.332413, 0.042179
277, 0.332409, 0.062771
279, 0.332407, 0.069250
280, 0.332390, 0.155485
284, 0.332368, 0.266492
285, 0.332375, 0.232576
287, 0.332419, 0.012164
290, 0.332418, 0.013016
291, 0.332367, 0.272066
292, 0.332412, 0.044466
293, 0.332400, 0.106189
296, 0.332396, 0.126322
297, 0.332397, 0.120308
298, 0.332399, 0.109948
299, 0.332381, 0.202479
300, 0.332389, 0.159370
301, 0.332379, 0.209077
303, 0.332364, 0.286393
304, 0.332417, 0.021281
306, 0.332386, 0.174582
307, 0.332363, 0.288914
308, 0.332379, 0.208784
309, 0.332365, 0.281199
310, 0.332314, 0.533588
311, 0.332327, 0.468413
312, 0.332317, 0.520909
313, 0.332321, 0.499784
314, 0.332321, 0.500065
315, 0.332338, 0.413677
316, 0.332342, 0.396130
317, 0.332348, 0.364465
318, 0.332348, 0.365190
319, 0.332343, 0.391777
320, 0.332329, 0.459362
321, 0.332360, 0.306334
323, 0.332358, 0.313326
324, 0.332360, 0.304346
325, 0.332373, 0.239570
327, 0.332374, 0.233888
328, 0.332399, 0.110542
329, 0.332399, 0.108344
330, 0.332397, 0.118435
332, 0.332380, 0.205159
333, 0.332414, 0.036379
335, 0.332408, 0.065355
337, 0.332410, 0.056040
338, 0.332413, 0.040479
340, 0.332405, 0.082129
342, 0.332417, 0.022183
343, 0.332353, 0.342486
344, 0.332409, 0.060673
345, 0.332346, 0.374605
346, 0.332349, 0.358897
347, 0.332365, 0.278587
348, 0.332367, 0.269633
349, 0.332396, 0.125288
353, 0.332415, 0.028800
355, 0.332416, 0.023952
356, 0.332360, 0.304731
357, 0.332344, 0.383699
358, 0.332396, 0.127831
359, 0.332397, 0.120798
361, 0.332409, 0.059798
363, 0.332390, 0.154281
364, 0.332416, 0.025424
366, 0.332419, 0.010325
368, 0.332401, 0.102851
370, 0.332417, 0.021509
371, 0.332408, 0.063638
373, 0.332408, 0.066166
374, 0.332371, 0.248480
375, 0.332373, 0.239010
376, 0.332398, 0.116314
377, 0.332400, 0.107638
380, 0.332376, 0.224551
381, 0.332378, 0.216193
382, 0.332361, 0.298161
383, 0.332357, 0.318580
384, 0.332341, 0.402746
385, 0.332339, 0.412543
386, 0.332386, 0.176253
387, 0.332396, 0.127117
389, 0.332375, 0.228496
390, 0.332363, 0.289525
391, 0.332410, 0.056275
392, 0.332395, 0.131558
393, 0.332418, 0.017032
395, 0.332347, 0.370271
396, 0.332376, 0.225818
397, 0.332311, 0.551410
398, 0.332296, 0.625562
399, 0.332307, 0.569269
400, 0.332251, 0.851396
401, 0.332254, 0.834421
402, 0.332259, 0.811547
403, 0.332251, 0.849598
404, 0.332260, 0.805443
405, 0.332252, 0.844225
406, 0.332307, 0.572592
407, 0.332308, 0.564658
408, 0.332317, 0.519668
409, 0.332292, 0.643292
410, 0.332263, 0.789250
411, 0.332268, 0.763514
412, 0.332346, 0.373983
414, 0.332345, 0.380239
415, 0.332389, 0.159480
416, 0.332375, 0.229574
417, 0.332388, 0.164939
418, 0.332386, 0.173375
421, 0.332378, 0.213335
422, 0.332406, 0.076685
423, 0.332418, 0.015582
425, 0.332414, 0.037104
426, 0.332417, 0.018529
428, 0.332415, 0.032215
430, 0.332415, 0.031005
432, 0.332382, 0.197147
433, 0.332360, 0.306912
434, 0.332387, 0.168054
435, 0.332393, 0.139041
436, 0.332395, 0.132839
437, 0.332347, 0.369467
438, 0.332344, 0.387315
439, 0.332325, 0.481988
440, 0.332363, 0.288240
442, 0.332384, 0.184280
443, 0.332359, 0.310850
444, 0.332381, 0.201557
445, 0.332398, 0.115530
446, 0.332410, 0.053018
447, 0.332417, 0.021677
451, 0.332415, 0.028129
456, 0.332382, 0.194915
457, 0.332389, 0.162974
458, 0.332408, 0.066342
459, 0.332407, 0.069595
461, 0.332419, 0.009733
464, 0.332360, 0.303656
465, 0.332384, 0.185130
466, 0.332386, 0.175897
467, 0.332412, 0.047245
468, 0.332386, 0.174022
470, 0.332388, 0.166804
471, 0.332372, 0.244023
472, 0.332405, 0.082767
474, 0.332384, 0.185266
475, 0.332370, 0.253578
476, 0.332371, 0.252054
477, 0.332349, 0.360079
478, 0.332354, 0.335613
479, 0.332341, 0.398689
480, 0.332348, 0.365114
481, 0.332333, 0.441054
482, 0.332326, 0.476203
484, 0.332312, 0.543107
485, 0.332325, 0.482989
486, 0.332332, 0.446839
487, 0.332323, 0.490142
488, 0.332321, 0.502441
489, 0.332322, 0.494382
490, 0.332327, 0.471579
491, 0.332373, 0.242563
492, 0.332332, 0.445575
493, 0.332346, 0.376458
494, 0.332370, 0.254222
495, 0.332379, 0.211538
497, 0.332389, 0.161448
499, 0.332402, 0.097099
500, 0.332407, 0.071803
505, 0.332408, 0.066288
506, 0.332376, 0.226238
507, 0.332369, 0.259333
508, 0.332408, 0.066407
509, 0.332408, 0.064725
510, 0.332392, 0.144547
511, 0.332406, 0.073529
512, 0.332402, 0.097676
513, 0.332415, 0.031250
514, 0.332361, 0.299176
515, 0.332352, 0.344162
516, 0.332358, 0.315367
