0, 1.000000
1, 0.003025
2, -0.000079
3, 0.000104
4, 0.000369
5, 0.000374
6, 0.000231
7, -0.000917
8, 0.000233
9, 0.000300
10, 0.000006
11, -0.000173
12, -0.000151
13, 0.000734
14, 0.000055
15, -0.000686
16, -0.000411
17, 0.000451
18, 0.000540
19, 0.000059
20, -0.000239
21, 0.000054
22, 0.000220
23, 0.000796
24, 0.000307
25, 0.000586
26, 0.000779
27, 0.000090
28, -0.000186
29, 0.000027
30, 0.000102
31, -0.000219
32, 0.000169
33, 0.000020
34, 0.000452
35, 0.000152
36, -0.000520
37, -0.000266
38, 0.000348
39, -0.000063
40, -0.000930
41, 0.000411
42, -0.000104
43, 0.000242
44, -0.000273
45, -0.000238
46, 0.000383
47, 0.000124
48, 0.000570
49, 0.000015
50, 0.000449
51, 0.000023
52, 0.000630
53, -0.000028
54, 0.000152
55, -0.000110
56, -0.000076
57, 0.000675
58, -0.000401
59, 0.000424
60, -0.000039
61, 0.000492
62, -0.000224
63, 0.000271
64, 0.000674
65, -0.000114
66, 0.000443
67, -0.000299
68, 0.000271
69, -0.000215
70, -0.000019
71, -0.000153
72, -0.000022
73, -0.000432
74, -0.000451
75, -0.000070
76, -0.000085
77, -0.000293
78, 0.000555
79, -0.000594
80, 0.000591
81, 0.000031
82, -0.000060
83, -0.000138
84, -0.000286
85, 0.000142
86, 0.000217
87, -0.000049
88, -0.000878
89, 0.000063
90, -0.000132
91, -0.000625
92, 0.000004
93, -0.000211
94, -0.000238
95, 0.000082
96, 0.000107
97, 0.001012
98, 0.000136
99, 0.000181
100, -0.000597
101, -0.000241
102, 0.000417
103, -0.000172
104, -0.000075
105, 0.000189
106, -0.000244
107, -0.000015
108, 0.000015
109, 0.000380
110, 0.000176
111, 0.000195
112, 0.000008
113, 0.000252
114, 0.000706
115, 0.000116
116, 0.000268
117, 0.000184
118, -0.000431
119, -0.000299
120, 0.000769
121, -0.000038
122, 0.000370
123, 0.000168
124, -0.000080
125, 0.000005
126, -0.000070
127, 0.000008
128, -0.000272
129, 0.000182
130, -0.000422
131, -0.000298
132, -0.000615
133, 0.000061
134, -0.000531
135, -0.000135
136, -0.000555
137, 0.000115
138, 0.000275
139, -0.000141
140, -0.000359
141, 0.000329
142, 0.000149
143, 0.000573
144, -0.000253
145, -0.000143
146, -0.000036
147, -0.000446
148, -0.000797
149, -0.000162
150, -0.000091
151, -0.000063
152, 0.000538
153, -0.000316
154, 0.000644
155, 0.000062
156, -0.000252
157, 0.000038
158, 0.000305
159, 0.000083
160, 0.000229
161, -0.000613
162, -0.000874
163, 0.000266
164, -0.000057
165, -0.000407
166, 0.000229
167, 0.000629
168, -0.000028
